Scholarship Name,Deadline,Amount,Description,Location,Years,Link
Tuition Scholarship,Unknown deadline,500,"Freshman applicant must rank in the top tenth of class or have a minimum admission index score of 136, and demonstrate financial need. Upperclass and transfer applicants must have a minimum 3.0 GPA and demonstrate financial need.",No Geographic Restrictions,"['College junior', 'College senior', 'College sophomore', 'College freshman']",https://www.collegescholarships.org/financial-aid/scholarship/tuition-scholarship
Opportunity at Iowa Scholarship,Unknown deadline,500,"Applicant must be a minority student, rank in the top three-tenths of class, and have a minimum composite ACT score of 25 (admission index score of 130).",No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/opportunity-at-iowa-scholarship
Founder&#039;s Scholarship,Unknown deadline,500,Applicant must have a minimum 3.9 GPA and minimum composite ACT score of 31 to compete in the Honor&#039;s Invitational.,No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/founders-scholarship-1
President&#039;s Scholarship,Unknown deadline,500,Applicant must have a minimum 3.5 GPA and minimum composite ACT score of 29.,No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/presidents-scholarship-3
Dean&#039;s Scholarship,Unknown deadline,500,Applicant must have a minimum 3.25 GPA and minimum composite ACT score of 24.,No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/deans-scholarship-3
Kelso-Battle Scholarship,Unknown deadline,500,"Applicant must have a minimum 3.5 GPA and a minimum composite ACT score of 26. Applicant must be in a Arts &amp; Sciences, College of Business, or College of Technology program.",No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/kelso-battle-scholarship
Academic Opportunity Scholarship,Unknown deadline,500,Applicant must have a minimum 3.0 GPA and be a Michigan resident.,Michigan,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/academic-opportunity-scholarship
Transfer Scholarships,Unknown deadline,500,Applicant must have at least 24 transfer hours and a minimum 3.3 GPA.,No Geographic Restrictions,"['College sophomore', 'College senior', 'College junior']",https://www.collegescholarships.org/financial-aid/scholarship/transfer-scholarships
Regents Scholarship,Unknown deadline,500,Applicant must be a graduate of a Nebraska high school.,Nebraska,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/regents-scholarship-3
David Scholarship,Unknown deadline,500,Description not available,No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/david-scholarship
Eastman Scholarship in Mathematics,Unknown deadline,500,Applicant must be a Nebraska high school graduate.,Nebraska,"['College freshman', 'College senior', 'College junior', 'College sophomore']",https://www.collegescholarships.org/financial-aid/scholarship/eastman-scholarship-in-mathematics
Davis Scholarship,Unknown deadline,500,Applicant must be an underrepresented minority from Nebraska.,Nebraska,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/davis-scholarship
Transfer Competitive Scholarship,Unknown deadline,500,Applicant must have a minimum 3.5 cumulative GPA at present college and plan to enroll on a full-time basis.,No Geographic Restrictions,['No Restrictions'],https://www.collegescholarships.org/financial-aid/scholarship/transfer-competitive-scholarship
Talent Scholarship,Unknown deadline,500,Audition is required.,No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/talent-scholarship
Honors Scholarship,Unknown deadline,500,Award is competitive.,No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/honors-scholarship
Charles H. Hewitt Memorial Scholarship,Unknown deadline,500,"Applicant must have two of the following: a minimum composite ACT score of 27 or combined SAT score of 1100, a minimum 3.4 GPA, rank in the top tenth of secondary school class.",No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/charles-h-hewitt-memorial-scholarship
Paul Laurence Dunbar Scholarship,Unknown deadline,500,"Applicant must be an African-American, have a minimum 3.0 cumulative GPA, have a minimum composite ACT score of 20 (combined SAT I score of 870), rank in top fifth of graduating class, and have completed college-preparatory course work.",No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/paul-laurence-dunbar-scholarship
Valedictorian and Salutatorian Scholarship,Unknown deadline,500,Applicant must rank first or second in a four-year high school.,No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/valedictorian-and-salutatorian-scholarship
National Scholarship,Unknown deadline,500,Applicant must be a National Merit finalist or National Achievement finalist.,No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/national-scholarship
Plumbing-Heating-Cooling Contractors Educational Foundation Scholarships,Unknown deadline,500,"Applicant must be enrolled in a PHCC-approved apprentice program; a full-time certificate or degree program at an accredited two-year community college, technical college or trade school; or an undergraduate degree program at an accredited four-year college or university.",No Geographic Restrictions,"['College junior', 'College sophomore', 'College freshman', 'College senior']",https://www.collegescholarships.org/financial-aid/scholarship/plumbing-heating-cooling-contractors-educational-foundation-scholarships
Honors College Scholarship,Unknown deadline,500,Selection is based upon academic and extracurricular experiences.,No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/honors-college-scholarship
Boston College Scholarship/Grant,Unknown deadline,500,Selection is based upon financial need and GPA.,No Geographic Restrictions,"['College senior', 'College junior', 'College sophomore', 'College freshman']",https://www.collegescholarships.org/financial-aid/scholarship/boston-college-scholarshipgrant
Army ROTC/Villanova Scholars Award,Unknown deadline,500,Applicant must be selected by the Army for an 80% tuition scholarship to receive the room and board scholarship from the university.,No Geographic Restrictions,"['College senior', 'College junior', 'College sophomore', 'College freshman']",https://www.collegescholarships.org/financial-aid/scholarship/army-rotcvillanova-scholars-award
Air Force ROTC/Villanova Scholars Award,Unknown deadline,500,Applicant must be receiving a level II AFROTC scholarship as designated by the Air Force.,No Geographic Restrictions,"['College senior', 'College junior', 'College sophomore', 'College freshman']",https://www.collegescholarships.org/financial-aid/scholarship/air-force-rotcvillanova-scholars-award
Presidential Scholarship for Underrepresented Students,Unknown deadline,500,Applicant must first be nominated by the chief academic officer of their high school by December 1. Student may also be nominated by a representative from a home school entity or non-profit educational organization dedicated to helping disadvantaged high school students with the college process. Applicant must be an underrepresented student with an outstanding high school record and class rank. Minimum combined SAT Reasoning score of 1400 (composite ACT score of 32) required.,No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/presidential-scholarship-for-underrepresented-students
Villanova Scholars Award,Unknown deadline,500,"Applicant must have a minimum combined SAT Reasoning score of 1380 or composite ACT score of 30 and a minimum 3.85 GPA, ranking in the top five percent of their graduating class.",No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/villanova-scholars-award
